"district","timePeriod","nFarms","nCrops","nCropsFarmMin","nCropsFarmMax","stabilityProduction0","stabilityProduction1","stabilityProduction2","asynchronyBetween_region0","asynchronyBetween_region1","asynchronyBetween_region2","asynchronyBetween_farm0","asynchronyBetween_farm1","asynchronyBetween_farm2","asynchronyWithin0","asynchronyWithin1","asynchronyWithin2","areaHarvested"
3,1999,577,8,1,6,11.0461140479889,15.1342590964802,23.3344301645764,0.2512651143,0.3382174668,0.3428013939,0.439928951463907,0.466320504305154,0.459336869945858,0.807805723889172,0.830312066695489,0.804874902634573,162425.45
3,2011,476,7,1,7,16.4671685134186,26.8131658787893,62.7443575239859,0.6786286538,0.8375230155,0.8963278039,0.542181513278521,0.577793550290162,0.59895748920985,0.822491284272028,0.816660703963802,0.862004047509543,206834.2592
53,1999,37,4,1,4,12.4903679341805,14.3552900697863,18.6333387608838,0.3946680606,0.4260308317,0.4217930326,0.434670034093244,0.477197560434228,0.491483143522638,0.719214973457987,0.676359229134421,0.518043179334489,13419.62
53,2011,47,7,1,5,14.3737081418221,17.9589136850018,37.8881198598155,0.6482521291,0.7309181592,0.763091302,0.572244588064293,0.619084160733162,0.619121677207364,0.764093048000445,0.733606506195394,0.798976876765983,26183.7616
81,1999,226,8,1,6,10.562489428244,12.3461304986875,14.4685079833481,0.3249979328,0.2839761559,0.2296104472,0.481507627243628,0.500804647298106,0.440546637230518,0.818800971050516,0.819961114965887,0.736496229018477,39093.2671
81,2011,307,8,1,5,14.9213922641584,23.9664926408407,76.8739471274597,0.6987729482,0.8555528803,0.9542732474,0.541533955121701,0.569511970122299,0.592201263129711,0.826407461991311,0.81468182504874,0.841898169686273,70584.6399
51,1999,67,6,1,4,13.0610403332129,28.0501412193994,37.961228774871,0.4457245694,0.7203578586,0.5345880826,0.439494302334562,0.476012707901724,0.542093240024594,0.802693385385559,0.860221505227992,0.878296964298359,10389.59
51,2011,78,7,1,5,13.8350405347522,17.9325282924433,31.6345872922932,0.6708965538,0.7413448649,0.5572728878,0.511553600964242,0.529932524925085,0.509632831339497,0.802633563264653,0.801145688071573,0.889265414311254,17869.649
146,1999,59,8,1,6,6.2709084029116,6.57629033212416,8.73465479205287,0.2764028419,0.1766698058,0.1406955288,0.449347998901374,0.384692074268878,0.312840707785851,0.542859740221099,0.503823221347088,0.3994459189799,81819.4459
146,2011,49,7,1,5,7.95764725497172,9.77116662396826,24.5789345150064,0.4379631454,0.4939960816,0.6872806705,0.519395974547034,0.553334415871498,0.605344837318708,0.649049824361725,0.654291770840067,0.748148281041108,41563.5769
57,1999,143,7,1,5,12.2551196942422,21.1179566825428,39.8666412008833,0.3522118716,0.4719162582,0.5111137608,0.578508152739584,0.617555844073126,0.626409952721375,0.811019510522004,0.875096542171032,0.87326391735417,45153.6
57,2011,153,7,1,5,21.94745313696,35.6171633412109,61.8841036989968,0.85223322,0.9287585597,0.9435732045,0.622058551368076,0.656498558551754,0.653148431264896,0.809403741705746,0.799023366118271,0.787335299190014,56304.8617
92,1999,168,7,1,5,10.7040795371128,15.2607896599641,16.5665018226667,0.3271722354,0.4191016826,0.2215170205,0.478046035694399,0.515235309439033,0.458070076277386,0.786333228823372,0.801421462858214,0.70888777105968,26290.12
92,2011,147,7,1,5,10.8343892043416,23.3362312270429,24.3866456094071,0.306190244,0.5974861438,0.2733482129,0.46210326842294,0.502891247174016,0.488897846315671,0.842461764739019,0.899761214666886,0.873333297305469,31654.77
66,1999,187,7,1,5,9.97335042343502,18.759747621378,27.4464719074698,0.2473899767,0.3845443693,0.3611087644,0.492780542166947,0.548135056700005,0.520808783766911,0.794688835407297,0.884587426427813,0.863145479391805,34601.75
66,2011,48,7,1,5,12.3446432410045,12.9434014358514,25.6741081519534,0.6292768764,0.6236336091,0.7764148721,0.561697704995055,0.59250999234632,0.594545951239615,0.704732689977795,0.664404311716255,0.661299445634843,20435.44
59,1999,50,7,1,4,12.5301224749129,46.5258237435196,75.4008719610825,0.450250268,0.8747265783,0.8270034734,0.544632614373851,0.644654817248078,0.658495110026166,0.779399057187906,0.867487688533392,0.897631419596115,10959.05
59,2011,56,7,1,4,15.1689133561146,22.5635084052943,31.0508777749757,0.6194759464,0.7573392324,0.7421658624,0.564400236955355,0.605308902872116,0.591535084173574,0.812754214019239,0.824832376269092,0.787215938471289,15386.7451
65,1999,87,7,1,5,8.41400278967355,15.727299039086,18.6098579273726,0.1528174664,0.2597379519,0.2294631422,0.491330129504247,0.55318214717026,0.525132007109195,0.745681796164015,0.848059975900309,0.777012044693759,21623.04
65,2011,4,3,2,3,9.81063511687389,11.2940747102806,18.5616105446024,0.8623414239,0.8895225557,0.9049360409,0.842966045729529,0.857322867137493,0.869275439497059,0.303119610692227,0.272412439852757,0.307844431966827,3721.07
95,1999,193,7,1,5,7.10504208916397,8.21714952187729,9.21800370554041,0.1593133476,0.1454470701,0.0884596646,0.349188174780446,0.351773550647574,0.291383723111316,0.702047984695611,0.694841120076891,0.539076040394383,24773.0332
95,2011,154,8,1,5,11.1141267829547,22.602746170027,39.6871170172886,0.5814162886,0.8232106563,0.8296644416,0.471494755231329,0.528204921246403,0.541010588707755,0.802850393086071,0.844885958211399,0.859495530847892,29710.36
91,1999,125,7,1,5,10.774218428579,13.0709917056119,15.2854353033864,0.3643552623,0.3912111312,0.2741502633,0.500359598363921,0.521347818337822,0.46417364717384,0.743954002522559,0.736305206821806,0.620140634181406,27594.214
91,2011,121,7,1,6,11.0188427772341,14.3125998625475,17.5486281288048,0.4969278145,0.5421091456,0.1651712827,0.515427091712276,0.524354961835138,0.464935721272279,0.754297399163278,0.782949864514548,0.807354461694661,31571.9399
93,1999,97,7,1,5,14.1277837585694,15.2254305299885,21.5282202932511,0.6115808236,0.4714021292,0.4445933994,0.437472109209145,0.425308849044917,0.44378727554913,0.789898449967778,0.798520176850635,0.739621997374721,15277.3932
93,2011,170,8,1,5,13.7514340492493,24.4461976547794,26.9259343478294,0.5176036347,0.6778478451,0.4200960829,0.454993327683825,0.49429443618671,0.471359577754018,0.827205262189666,0.86996758670695,0.850754052004902,33158.21
84,1999,77,8,1,4,11.4917095804317,23.2138662967448,29.7992846733724,0.2110559523,0.4329668992,0.2851701717,0.389208149793692,0.434957412742655,0.424702216897572,0.84868289585092,0.913535224623046,0.90522513917362,11112.2919
84,2011,103,7,1,4,20.7322525027499,23.8020886004386,40.4580627812319,0.5030122957,0.4480935012,0.4898826278,0.479000347299426,0.458895387532128,0.470001566261335,0.919291339168728,0.91348516754984,0.903436375746215,22500.0567
1,1999,190,7,1,5,12.9044909110685,19.6960292460175,34.1478489208335,0.5916022726,0.571391225,0.5765143448,0.542686593463898,0.560206735050631,0.562273594636602,0.782219929858201,0.854519131184097,0.864213665174537,75146.4
1,2011,135,7,1,4,10.5462843011662,11.2130383910157,15.781183869438,0.5683749949,0.5345282934,0.4865523657,0.566501822607495,0.579435479702649,0.570920284636195,0.736541830846886,0.721151809754074,0.723333164290556,74813.29
15,1999,205,9,1,7,9.33841276611595,9.41189180592914,11.7822415506186,0.3852048408,0.1785259424,0.0887868158,0.512494111780314,0.476523108316002,0.417021023006168,0.716470994579307,0.68544879633011,0.571051771742875,459311.12
15,2011,163,9,1,6,9.7399436225896,10.5330115909927,15.3710120054955,0.4779591453,0.4580768477,0.3920376286,0.564172163928149,0.568760159301193,0.544207763821746,0.654090376580184,0.6459754325607,0.643703454726753,454410.2042
64,1999,100,7,1,5,9.36254231240409,17.6753610573819,20.3996608656393,0.1582931765,0.3246862757,0.2062439223,0.505596517879258,0.544589400773806,0.497815579437223,0.750555493177083,0.848754063363226,0.763602416159874,25705.06
64,2011,15,6,2,5,13.5582362948014,18.4398064456913,38.573785903273,0.5480536282,0.6410367181,0.6997486093,0.606253816815505,0.64894186910567,0.644295361424902,0.6741897588018,0.696666278597603,0.778684080082532,8702.37
13,1999,74,7,1,6,13.8605737037393,16.0956707045291,19.3215250298096,0.6093769302,0.4137953805,0.2122653838,0.625340634272265,0.633333699353259,0.548304720509009,0.724364776542902,0.783289921736067,0.720126995886314,180230.5525
13,2011,101,7,1,6,7.77942270834144,7.78727330605736,15.1957631031375,0.3130829319,0.261969618,0.4065147662,0.522747158791007,0.501749979116334,0.56625011483612,0.64836983854754,0.620618777831275,0.69930248115223,293296.1599
55,1999,176,7,1,4,12.8430080308122,32.1820135517235,68.8314823160008,0.4551212489,0.7738151255,0.8259982067,0.42350953902218,0.47604222288896,0.485704018505477,0.860168934027298,0.916516279446216,0.937737971036643,33763.92
55,2011,187,7,1,4,27.7149362101163,27.832904964748,85.2080575165633,0.7174140557,0.6935834442,0.8929426608,0.481660743934006,0.488090810746484,0.503685432232495,0.927671315904864,0.916825164874974,0.934052923447768,40891.3473
147,1999,33,6,1,6,6.67376818829154,7.41356071657784,10.251369217316,0.2539377053,0.2170871628,0.0720685229,0.47703610553932,0.458075489677632,0.40605677773617,0.530977218159177,0.510933893054782,0.455069875030324,47141.1101
147,2011,31,6,1,5,9.42487758302607,11.4443919952656,23.7738612183608,0.5499263611,0.5764294653,0.6834237262,0.580309155918772,0.591291110429507,0.602692975326206,0.63929591553404,0.663987380324675,0.708547879956484,49920.6641
7,1999,215,8,1,5,10.4909809556516,16.0295111064243,16.9719228714708,0.3732475533,0.5180559695,0.3661157091,0.481130248153249,0.51627878587255,0.468944516595659,0.81843116548407,0.845064289253268,0.790913584940773,56245.8
7,2011,250,7,1,5,12.6225452362174,15.9177748592795,39.5195188734967,0.6248312629,0.7119945732,0.8721936902,0.52142568101708,0.552092219683728,0.607372702830811,0.793381721139272,0.778782491837856,0.799261198440192,113224.2199
94,1999,182,6,1,5,8.74662930023122,12.3760185123537,14.044564627334,0.2106677212,0.2130051336,0.1565730497,0.34760745123858,0.373203728056345,0.328264613147524,0.815443480314936,0.872745335781449,0.789643725379248,23276.96
94,2011,121,6,1,4,13.6551168689739,24.4477646847207,35.6551208994449,0.3317487403,0.5435779539,0.5297968902,0.415569810547567,0.444574483713714,0.449419131423558,0.881091970054323,0.912380435418183,0.887443315195757,25921.37
16,1999,106,8,1,6,8.08653306771677,9.40239239276435,12.0096697741417,0.4097172034,0.2796004152,0.3319122881,0.507719598908491,0.469340973064113,0.44679055221938,0.614912185822319,0.641396359537115,0.528719973110289,190710.7715
16,2011,77,8,1,6,10.9557510074343,12.0939035545733,17.5125458448759,0.3482512983,0.326058622,0.2377054995,0.527394023848989,0.509620284874948,0.431178476315734,0.720516501663238,0.699363964483644,0.686234692619485,203079.1624
96,1999,149,8,1,5,7.24816058088668,9.06051986479758,9.48753532075753,0.2643503468,0.1988560624,0.1423946058,0.464366010141632,0.488043163261323,0.396331538581139,0.689681019119405,0.734714228580549,0.573644345360842,31704.85
96,2011,111,8,1,6,9.14439404162456,11.7595941465366,21.3234530386935,0.5358050792,0.634800707,0.6917205521,0.541701643034326,0.576332197710689,0.557560843216469,0.70474737537809,0.696044692412488,0.698755885170837,33158.94
145,1999,75,6,1,5,7.3965148476242,10.0046973090554,12.4472548069734,0.1733499243,0.2328336289,0.1377774057,0.428985185985013,0.475276349138698,0.428457275177799,0.697911634586774,0.747889384909238,0.65663169863061,44889.4672
145,2011,38,8,1,5,8.5949618131973,17.8224587559889,28.4656650742535,0.466610805,0.7144366519,0.6620772395,0.5600516591072,0.644389461229049,0.608551718540288,0.73165964313167,0.808678071720764,0.823297414612603,30245.7015
12,1999,101,9,1,6,5.36628758074871,5.37537525280132,6.67846562189791,0.4656500616,0.2804430251,0.1673149738,0.469358050571309,0.411006256189205,0.320628251857261,0.538455878643339,0.526770479485005,0.397791906910818,187174.4
12,2011,107,9,1,8,6.17691993247515,7.46930466985439,25.0538200412083,0.5104428625,0.527223194,0.7619295894,0.530934346282867,0.542863850103835,0.583792442891621,0.562851167179559,0.585537514839453,0.751143083885932,265592.2076
97,1999,95,8,1,4,9.5688911350922,10.9807699230541,13.3159051261933,0.2741238135,0.2327033281,0.2655556696,0.469350547197761,0.474149552600897,0.465868245954754,0.778350308142533,0.77269231213662,0.633838347682032,16079.1066
97,2011,51,7,1,5,14.9086528549225,20.0380671947387,26.3292473533612,0.7263116436,0.7952923795,0.6434242918,0.508313247635174,0.537491484597193,0.473362871172146,0.712526451662729,0.697796442020147,0.733907280146186,16453.2234
82,1999,62,8,1,5,9.23747241902177,11.6673729485188,12.6082739260007,0.3548044554,0.3481038061,0.2058226072,0.519294567904972,0.544975313338191,0.470778618742954,0.705972302437044,0.74922197028268,0.590683092116932,18718.5873
82,2011,58,8,1,6,15.1701181426592,16.743443577592,35.9339453377863,0.5936289832,0.6293203107,0.7009536206,0.615386777776437,0.618328644324472,0.610443511902585,0.849631022323406,0.835394219612673,0.881411783531835,21281.332
10,1999,54,6,1,4,6.14139227513997,9.63817008042504,16.3995195914693,0.3322459325,0.365619357,0.5593425987,0.442216371142706,0.450672356807987,0.456106519452867,0.686761602950891,0.7563949157079,0.717594655837823,16565.2719
10,2011,56,5,1,5,15.1923896215171,16.9651977309852,32.1834702795156,0.4625733776,0.3984030758,0.6168027557,0.473151213162162,0.489821795535012,0.510133083071346,0.897399723002084,0.903173998428891,0.894018974956013,21391.3475
83,1999,25,8,1,4,9.08053994579687,14.4062264095757,15.0512160421904,0.5101299779,0.6250433497,0.4076924609,0.358014828441625,0.38146816687149,0.365477851851378,0.721978546120642,0.726361304165445,0.661465341416273,3610.8617
83,2011,15,7,1,4,8.96360498029205,9.05897189009892,11.7653621114565,0.618351105,0.493236059,0.4168219861,0.476524904550176,0.383676599184253,0.362237858236744,0.466180238756,0.495652608604623,0.521745077871705,5346.64
