"district","Year","timePeriod","Production","AreaHarvested"
15,2001,1999,1183048327277.3,56492.63
16,2001,1999,461258890901.057,23827.1694
51,2001,1999,36950100493.6,1263.96
53,2001,1999,53536086349.1,1619.47
55,2001,1999,99959762318.1,4077.76
57,2001,1999,139777872458.7,5531.66
59,2001,1999,32989196024.5,1326.83
64,2001,1999,79765456984.9,3087.4
65,2001,1999,53891795125.8,2535.31
66,2001,1999,92497338748.5,4192.44
81,2001,1999,106984469101.978,4755.5005
82,2001,1999,52606515719.3,2280.38
83,2001,1999,8549693907.3,446.78
84,2001,1999,27257417098.6,1300.69
91,2001,1999,89179791749.9,3314.86
92,2001,1999,85122052045.1,3140.67
93,2001,1999,44268178906.816,1865.6516
94,2001,1999,49724890677.4,2764.25
95,2001,1999,66629325471.2,2961.94
96,2001,1999,84840651816.6,3782.07
97,2001,1999,48452578092.8,1951.17
145,2001,1999,107221617659.898,5539.7432
146,2001,1999,193503934086.16,10043.4779
147,2001,1999,124859742875.9,5660.43
1,2002,1999,257886694839.8,9215.78
3,2002,1999,543020817875.2,20482.07
7,2002,1999,133841807800.6,7020.13
10,2002,1999,28776618201.462,1935.2347
12,2002,1999,455542819151.3,24759.34
13,2002,1999,558055640351.64,22563.9791
15,2002,1999,1342359583508.2,58229.06
16,2002,1999,503259034740.766,24011.789
51,2002,1999,37573988891.6,1316.54
53,2002,1999,56710047817.5,1692.07
55,2002,1999,103806017589.9,4212.71
57,2002,1999,148489410169.2,5597.28
59,2002,1999,35408794026.2,1369.87
64,2002,1999,77656489965,3176.92
65,2002,1999,57278466739.2,2633.52
66,2002,1999,97633589923.7,4246.61
81,2002,1999,108758497393.896,4867.982
82,2002,1999,50141438581.2,2373.26
83,2002,1999,7936586467.728,449.8017
84,2002,1999,29552496220.8,1395.27
91,2002,1999,92579859204.1,3439.51
92,2002,1999,85475991828.9,3267.47
93,2002,1999,44304548293.24,1866.1916
94,2002,1999,53777108299.5,2920.95
95,2002,1999,70592358492.5,3111.91
96,2002,1999,86973841227,3831.36
97,2002,1999,51008800871.372,1997.7666
145,2002,1999,110229867234.436,5569.176
146,2002,1999,221276371745.062,10365.161
147,2002,1999,146164141924.234,5961.3409
1,2003,1999,224588075161.1,9702.52
3,2003,1999,468352523498.9,20262.56
7,2003,1999,142751287770.9,7147.58
10,2003,1999,34726689939,2150.9
12,2003,1999,359217302299.3,24517.65
13,2003,1999,496634071208.584,22839.3372
15,2003,1999,1118939281784.8,59398.6
16,2003,1999,438178891230.288,24705.1424
51,2003,1999,39467868598.3,1318.54
53,2003,1999,54207405095,1666.39
55,2003,1999,100863007896.1,4307.93
57,2003,1999,134388092693.9,5609.19
59,2003,1999,34706037201.8,1404.87
64,2003,1999,81000086076.8,3239.34
65,2003,1999,55489156019.6,2745.15
66,2003,1999,91344623156.9,4391.81
81,2003,1999,107896657442.554,4853.618
82,2003,1999,52446925784.3,2354.03
83,2003,1999,8394725082,455.98
84,2003,1999,28134623624,1396.3
91,2003,1999,90645415704.5,3484.73
92,2003,1999,88057830525.6,3321.93
93,2003,1999,42213532121.9,1908.32
94,2003,1999,52175001146,2960.37
95,2003,1999,73229204699,3168.69
96,2003,1999,92481267633,4006.93
97,2003,1999,48843454552.2,2019.6
145,2003,1999,100393683906.678,5877.122
146,2003,1999,181753810382.481,10241.3137
147,2003,1999,119088184604.012,6095.0937
1,2004,1999,246860536784.2,9521.85
3,2004,1999,479298153757.2,20535.07
7,2004,1999,131217206617.5,7273.78
10,2004,1999,33632227203.5,2091.12
12,2004,1999,239882165397.4,23106.7
13,2004,1999,510151256271.536,22930.2627
15,2004,1999,1017468970113.8,55637.8
16,2004,1999,386830109924.198,23966.0198
51,2004,1999,37775508178.9,1312.56
53,2004,1999,54175462344.5,1709.79
55,2004,1999,102073498922.9,4394.83
57,2004,1999,141033436799.4,5702.25
59,2004,1999,35294428068.1,1392.07
64,2004,1999,76884722417.7,3336.01
65,2004,1999,53670579453.7,2820.74
66,2004,1999,90705074989.4,4468
81,2004,1999,93459509682.654,4964.4154
82,2004,1999,45149155558.3,2389.14
83,2004,1999,8128825685.3,467.14
84,2004,1999,28067169531.7,1462.88
91,2004,1999,79754266063.8,3500.17
92,2004,1999,78746268921.8,3389.19
93,2004,1999,38794154069.8,1939.94
94,2004,1999,45992680529.1,3060.66
95,2004,1999,52819008478.176,3182.8216
96,2004,1999,71093954083.8,4145.48
97,2004,1999,41747790755.3,1946.75
145,2004,1999,94528280581.082,5745.9988
146,2004,1999,145955911659.7,10099.5935
147,2004,1999,104957691477.808,5789.6414
1,2005,1999,262558951290.2,9850
3,2005,1999,573933721856.4,21552.26
7,2005,1999,166879281163.1,7426.03
10,2005,1999,43636058164.7,2272.11
12,2005,1999,448367944058.8,23397.36
13,2005,1999,609049792817.108,23410.4215
15,2005,1999,1426923888338,58301.01
16,2005,1999,560190844473.33,24734.9257
51,2005,1999,41516078236.5,1341.61
53,2005,1999,63980243859.5,1789.78
55,2005,1999,109823343176.4,4487.9
57,2005,1999,152499983922.8,5879.69
59,2005,1999,37393115490.8,1436.21
64,2005,1999,95825665427.3,3424.19
65,2005,1999,68472333656.3,3034.89
66,2005,1999,109227056082.9,4668.51
81,2005,1999,126951077688.572,5197.6176
82,2005,1999,62298154035,2500.75
83,2005,1999,9959016239.6,487.08
84,2005,1999,32519547104.2,1543.4219
91,2005,1999,105089043593.3,3668.124
92,2005,1999,100113381416.3,3538.45
93,2005,1999,48426281877.2,1976.05
94,2005,1999,61745699456.4,3153.57
95,2005,1999,83187097145.1,3431.6216
96,2005,1999,108511433988.8,4326.47
97,2005,1999,58651550764.3,2191.11
145,2005,1999,134557720360.418,6045.3392
146,2005,1999,251874208943.392,10487.5868
147,2005,1999,165394136047.126,6219.1712
1,2006,1999,276421711989.2,10012.56
3,2006,1999,569937252053.9,21562.16
7,2006,1999,154609409751.9,7507.64
10,2006,1999,42824317475.8,2392.74
12,2006,1999,393840486475.7,22557.88
13,2006,1999,539975570241.5,22657.88
15,2006,1999,1272254901421.9,57712.35
16,2006,1999,501709810101.518,25319.3152
51,2006,1999,39473789904,1304.54
53,2006,1999,53606747407.2,1625.73
55,2006,1999,109153333773.2,4404.54
57,2006,1999,159457016375.8,6054.59
59,2006,1999,37872266564.3,1471.02
64,2006,1999,92729451640.2,3571.95
65,2006,1999,63970223433.8,3027.46
66,2006,1999,107442836655.5,4789.85
81,2006,1999,118500413380.432,5287.1636
82,2006,1999,56019537256.312,2499.6473
83,2006,1999,9247223782.9,477.29
84,2006,1999,31463167511.7,1539.62
91,2006,1999,97998574968.1,3769.86
92,2006,1999,94718409757.7,3544.03
93,2006,1999,47478739792.1,2096.57
94,2006,1999,55715608537.7,3201.15
95,2006,1999,76835144404.1,3380.2
96,2006,1999,96784578820.2,4431.24
97,2006,1999,54420698067,2161.2
145,2006,1999,120540545012,5959.51
146,2006,1999,227204760609.5,10441.606
147,2006,1999,154776711286.114,6268.5929
1,2011,2011,238413599730.88,9076.79
3,2011,2011,664448208993.98,25411.15
7,2011,2011,305633152699.484,13482.8
10,2011,2011,50113128620.7,2673.03
12,2011,2011,486873414000.796,32034.87
13,2011,2011,868317152753.159,37125.3894
15,2011,2011,1216562542841.9,57095.77
16,2011,2011,523623400392.508,25972.61
51,2011,2011,65755105764.2,2112.09
53,2011,2011,99571954103.404,3087.96
55,2011,2011,127977164572,5156.25
57,2011,2011,179107180644.848,7101.75
59,2011,2011,48449861294.204,1889.06
64,2011,2011,31556869132.016,1050.03
65,2011,2011,10598866268.2,483.7
66,2011,2011,67520328143.6,2611.23
81,2011,2011,207327970046.264,8748.68
82,2011,2011,60465687665.8,2619.19
83,2011,2011,18521061330.8,659.4
84,2011,2011,60222013208.54,2747.46
91,2011,2011,96821152386.22,3813.35
92,2011,2011,99005884045.28,3794.06
93,2011,2011,84605480242.6,4005.32
94,2011,2011,58909299510.6,3110.46
95,2011,2011,85000773990.52,3630.73
96,2011,2011,98648872768.82,3990.57
97,2011,2011,52938109342.432,1997.0234
145,2011,2011,70296177318.4,3661.33
146,2011,2011,107903158059.3,5344.4
147,2011,2011,138628171704,6200.65
1,2012,2011,213415939497.868,9273.81
3,2012,2011,724081772322.504,25781.89
7,2012,2011,262860063182.704,13840.94
10,2012,2011,46337149503.5,2588.98
12,2012,2011,389173938977.924,31478.2
13,2012,2011,723310657759.009,36722.1645
15,2012,2011,1022323068997.72,55571.28
16,2012,2011,490465889020.224,25980.18
51,2012,2011,70464012424.9,2147.08
53,2012,2011,106719452399.904,3251.96
55,2012,2011,131176167242.2,5172.86
57,2012,2011,184041529121.112,7047.03
59,2012,2011,47156124364.212,1806.17
64,2012,2011,30150444792.504,1056.95
65,2012,2011,9975369017.4,455.12
66,2012,2011,62286832869.9,2643.85
81,2012,2011,191407651182.548,8747.15
82,2012,2011,57781659250.562,2698.6457
83,2012,2011,19959346784.368,665.09
84,2012,2011,62559893940.4,2775.94
91,2012,2011,109281365637.768,3930.03
92,2012,2011,107686335634.676,3797
93,2012,2011,89269736122.38,4154.32
94,2012,2011,57337608638.6,3328.9
95,2012,2011,85146661700.92,3675.44
96,2012,2011,95452845379.796,4206.57
97,2012,2011,53067458466.7,2076.04
145,2012,2011,66497964883,3625.46
146,2012,2011,94896500715.3,5158.33
147,2012,2011,121231881741,6253.79
1,2013,2011,263507346943.132,9307.65
3,2013,2011,722468798704.12,25508.26
7,2013,2011,293336137306.456,13742.33
10,2013,2011,48700938725.8,2668.05
12,2013,2011,499204874099.592,31907.98
13,2013,2011,904064533405.422,37040.2862
15,2013,2011,1279534108983.7,58041.46
16,2013,2011,521324250927.404,25454.9599
51,2013,2011,73089952390.5,2146.09
53,2013,2011,104010469496.056,3025.83
55,2013,2011,134232361282.5,5235.33
57,2013,2011,179541222593.3,6924.72
59,2013,2011,45408732479.248,1818.97
64,2013,2011,29153548473.252,1041.63
65,2013,2011,8366982180.8,494.3
66,2013,2011,52209009229.044,2386.47
81,2013,2011,197907161442.756,8644.84
82,2013,2011,59271778780.136,2587.95
83,2013,2011,18135982748.8,681.69
84,2013,2011,65040867738.636,2791.01
91,2013,2011,111359674587.172,3881.9133
92,2013,2011,113561740930.488,3940.85
93,2013,2011,92104875711.82,4093.3
94,2013,2011,61886348848,3352.33
95,2013,2011,84794140465.14,3705.03
96,2013,2011,87638291547.108,3883.13
97,2013,2011,60068288534.4,2075.8
145,2013,2011,74975938569.3,3601.92
146,2013,2011,91832133289,5013.94
147,2013,2011,125845921552.9,5921.71
1,2014,2011,246422911525.704,9226.39
3,2014,2011,746511560533.748,26032.62
7,2014,2011,333326137143.132,14203.25
10,2014,2011,54273509253.7,2690.7
12,2014,2011,633342119665.607,34805.6374
13,2014,2011,968769115935.952,36995.4436
15,2014,2011,1312187948533.46,57361.61
16,2014,2011,574909803114.392,26014.37
51,2014,2011,73488606146.8,2238.22
53,2014,2011,115286322705.96,3327.61
55,2014,2011,136831113527.2,5070.54
57,2014,2011,193021912721.336,7075.18
59,2014,2011,54016119670.06,1987.62
64,2014,2011,33050655665.7,1078.4
65,2014,2011,10966092753.6,489.21
66,2014,2011,65410858561.54,2548.01
81,2014,2011,221035530513.396,8846.01
82,2014,2011,62270022571.268,2620.8487
83,2014,2011,15890640409.772,706.79
84,2014,2011,64371493004.416,2816.23
91,2014,2011,107611141970.696,3859.3066
92,2014,2011,105332786296.512,3914.91
93,2014,2011,88803880392.052,4185.22
94,2014,2011,62168542372.7,3223.71
95,2014,2011,89054795845.212,3675.15
96,2014,2011,109008548681.776,4173.75
97,2014,2011,57792901779,2070.52
145,2014,2011,75457299679.4,3845.195
146,2014,2011,100940435675.7,5118.66
147,2014,2011,136508653681.8,6223.38
1,2015,2011,287241030371.292,9499.69
3,2015,2011,805012889066.04,26029.25
7,2015,2011,336160193573.868,14347.71
10,2015,2011,54835550621.1,2654.81
12,2015,2011,662207367550.368,33336.5493
13,2015,2011,1046434210181.69,37257.3409
15,2015,2011,1489264248694.64,56878.9952
16,2015,2011,646785957893.224,25538.93
51,2015,2011,79803141163.2,2372.51
53,2015,2011,122561961928.412,3349.98
55,2015,2011,136493904424.112,5116.99
57,2015,2011,199965031031.552,7053.56
59,2015,2011,51796534312.748,1936.45
64,2015,2011,34765394463.352,1110.34
65,2015,2011,10428278230.4,459.06
66,2015,2011,68037226676.008,2611.73
81,2015,2011,227674245243.165,8793.196
82,2015,2011,67182826720.22,2687.52
83,2015,2011,19138051457.72,677.12
84,2015,2011,70948198602.728,2850.39
91,2015,2011,125153281783.66,3981.3
92,2015,2011,122508213524.068,3923.5
93,2015,2011,104060499480.42,4231.05
94,2015,2011,70681023410,3235.92
95,2015,2011,99017781596.276,3690.8
96,2015,2011,118367751169.92,4250.46
97,2015,2011,64221088874.2,2077.76
145,2015,2011,90206314066.188,3816.71
146,2015,2011,131970629234.5,5269.05
147,2015,2011,169240943591.8,6305.88
1,2016,2011,277207017918.676,9397.45
3,2016,2011,794842817857.12,25958.91
7,2016,2011,312429007046.796,14167.13
10,2016,2011,56040900272.729,2749.122
12,2016,2011,606054894735.292,33665.88
13,2016,2011,978260016708.318,36361.0961
15,2016,2011,1235680021132.44,55612.02
16,2016,2011,516135732410.1,24542.4918
51,2016,2011,74316947483.3,2244.1
53,2016,2011,113399333449.736,3430.24
55,2016,2011,128084130093.436,4876.72
57,2016,2011,199770552487.504,6999.05
59,2016,2011,53836642352.992,1959.89
64,2016,2011,33412510892.264,1109.83
65,2016,2011,9230537865.6,451.41
66,2016,2011,67426012285.904,2573.99
81,2016,2011,215719014528.34,8940.9717
82,2016,2011,57602191759.346,2656.0865
83,2016,2011,14052072580.9,676.4
84,2016,2011,65722569205.346,2847.0686
91,2016,2011,101805765063.036,3944.81
92,2016,2011,113971116852.224,4010.02
93,2016,2011,95438704479.496,4103.58
94,2016,2011,66755203563.8,3302.89
95,2016,2011,90664850861.576,3817.21
96,2016,2011,96216700233.992,4281.41
97,2016,2011,57945391721.5,2080.59
145,2016,2011,87645681685.016,3843.11
146,2016,2011,121222065310.3,5175.44
147,2016,2011,148734564480.216,6497.7211
1,2017,2011,235640106775.472,9484.4
3,2017,2011,765431302502.792,25912.93
7,2017,2011,317126993050.956,14591.01
10,2017,2011,49448370467.636,2678.5198
12,2017,2011,569176590675.694,33222.2446
13,2017,2011,746609771923.134,35997.5053
15,2017,2011,1315968486008.21,55984.83
16,2017,2011,589479251229.527,24575.91
51,2017,2011,69171220511,2243.4
53,2017,2011,106467388019.232,3321.67
55,2017,2011,123378943651.592,5020
57,2017,2011,191201956231.044,6980.6384
59,2017,2011,52412288309.592,1977.29
64,2017,2011,31566296798.632,1114.36
65,2017,2011,9226007624.6,443.74
66,2017,2011,65597449116.724,2477.02
81,2017,2011,221474839847.688,8869.4326
82,2017,2011,59117355093.6086,2684.2808
83,2017,2011,18267446404.98,636.96
84,2017,2011,63339836558.85,2817.8169
91,2017,2011,116744658858.94,4050.48
92,2017,2011,125066914635.1,4124.15
93,2017,2011,99055710268.5,4124.38
94,2017,2011,66209263864,3113.66
95,2017,2011,97455912913.348,3703.75
96,2017,2011,109377526311.7,4179.61
97,2017,2011,58564185798.2,2042.38
145,2017,2011,88651713021.5484,3934.7708
146,2017,2011,118734010314.334,5090.1165
147,2017,2011,144063491239.183,5949.692
1,2018,2011,250529183310.688,9547.11
3,2018,2011,771458111892.906,26199.2492
7,2018,2011,331963983212.863,14849.0499
10,2018,2011,52052235436.001,2688.1357
12,2018,2011,553619522005.853,35140.8463
13,2018,2011,833763603880.265,35796.9339
15,2018,2011,1242382800881.77,57864.239
16,2018,2011,549297658614.531,24999.7107
51,2018,2011,81806176387.425,2366.159
53,2018,2011,117301060000.902,3388.5116
55,2018,2011,134091355976.463,5242.6573
57,2018,2011,197831529195.69,7122.9333
59,2018,2011,53553144190.773,2011.2951
64,2018,2011,36437391506.208,1140.83
65,2018,2011,8452174287.2,444.53
66,2018,2011,65930476449.396,2583.14
81,2018,2011,232344055808.529,8994.3596
82,2018,2011,67923876823.9976,2726.8103
83,2018,2011,19596514728.308,643.19
84,2018,2011,65951531208.63,2854.1412
91,2018,2011,124771119367.688,4110.75
92,2018,2011,129867473489.668,4150.28
93,2018,2011,101810276271.716,4261.04
94,2018,2011,68325393596,3253.5
95,2018,2011,107717355068.372,3812.25
96,2018,2011,118783592804.104,4193.44
97,2018,2011,61803613047.4,2033.11
145,2018,2011,86921732509.281,3917.2057
146,2018,2011,113175714315.017,5393.6404
147,2018,2011,149626244731.212,6567.841
